,0,1,2,3,4,5
5929,Shahriar Nafees,25/01/1986,Bangladesh,24,75,1
5930,Shahrukh Quddus,11/12/1996,Kuwait,,,11
5931,Shahzad Khan,20/02/1981,Canada,,1,
5932,Shahzad Muhammad,19/12/1983,Mexico,,,2
5933,Shahzaib,26/03/1993,Saudi Arabia,,,6
5934,Shahzaib Hasan,25/12/1989,Pakistan,,3,10
5935,Shahzaib Jamil,20/09/1998,Qatar,,,6
5936,Shahzeb Choudhry,11/12/1982,Sweden,,,5
5937,Shaik Basha,21/11/2005,Tanzania,,,9
5938,Shaikh Ashraf,11/08/1988,Peru,,,4
5939,Shaiman Anwar,15/03/1979,United Arab Emirates,,40,32
5940,J Shaju,11/03/1989,Malta,,,23
5941,Shakeel Ahmed,04/11/1988,Oman,,7,31
5942,Shakeel Ahmed,12/11/1971,Pakistan,3,2,
5943,Shakeel Ahmed,12/02/1966,Pakistan,1,,
5944,Shakeel Ansar,11/11/1978,Pakistan,,,2
5945,Shakeel Khan,28/05/1968,Pakistan,,1,
5946,Shakerullah Safi,11/12/2005,Denmark,,,4
5947,Shakib Al Hasan,24/03/1987,Bangladesh,71,247,129
5948,S P Shalders,24/12/1967,Chile,,,2
5949,W A Shalders,12/02/1880,South Africa,12,,
5950,P H Shamdasani,28/11/1979,Peru,,,4
5951,Shamim Hossain,02/09/2000,Bangladesh,,4,22
5952,T Shamsi,18/02/1990,South Africa,2,53,70
5953,A Shamsuden,09/07/1977,Canada,,1,
5954,Shamsudheen Purat,13/09/1989,Saudi Arabia,,,6
5955,Shamsullah Ehsan,16/09/1985,Turkey,,,8
5956,Shamsur Rahman,05/06/1988,Bangladesh,6,10,9
5957,Shan Masood,14/10/1989,Pakistan,41,9,19
5958,Shan Siddiqui,12/11/1992,Gambia,,,2
5959,D Shanaka,09/09/1991,Sri Lanka,6,71,102
5960,V Shankar,26/01/1991,India,,12,9
5961,T Shanmugam,,Seychelles,,,6
5962,J N K Shannon,12/02/1990,Ireland,,1,8
5963,Shaof Hassan,27/03/1982,Maldives,,,12
5964,Shapoor Zadran,08/07/1987,Afghanistan,,44,36
5965,A Sharafu,10/01/2003,United Arab Emirates,,19,42
5966,Sharafuddin Ashraf,10/01/1995,Afghanistan,,20,19
5967,R R Sharan,09/06/2002,Cambodia,,,22
5968,S M Sharif,24/05/1991,Scotland,,82,69
5969,Sharif Asadullah,14/12/1984,United Arab Emirates,,,1
5970,Shariful Haque,15/01/1976,Bangladesh,,1,
5971,Shariz Ahmad,21/04/2003,Netherlands,,20,11
5972,Sharjeel Khan,14/08/1989,Pakistan,1,25,21
5973,B Sharki,26/09/2001,Nepal,,28,
5974,A K Sharma,03/04/1964,India,1,31,
5975,C Sharma,03/01/1966,India,23,65,
5976,G Sharma,03/08/1960,India,5,11,
5977,I Sharma,02/09/1988,India,105,80,14
5978,J M Sharma,22/10/1993,India,,,9
5979,K V Sharma,23/10/1987,India,1,2,1
5980,L K Sharma,03/11/1991,Mexico,,,1
5981,M M Sharma,18/09/1988,India,,26,8
5982,P Sharma,12/10/2000,Kenya,,,18
5983,P H Sharma,05/01/1948,India,5,2,
5984,R Sharma,14/09/1960,Hong Kong,,2,
5985,R Sharma,30/11/1986,India,,4,2
5986,R Sharma,20/10/2003,Singapore,,,11
5987,R G Sharma,30/04/1987,India,67,265,159
5988,S K Sharma,25/08/1965,India,2,23,
5989,J Sharp,15/02/1878,England,3,,
5990,D A Sharpe,03/08/1937,Pakistan,3,,
5991,J W Sharpe,09/12/1866,England,3,,
5992,P J Sharpe,27/12/1936,England,12,,
5993,Sharveen Surendran,07/08/2004,Malaysia,,,2
5994,R J Shastri,27/05/1962,India,80,150,
5995,A Shaw,29/08/1842,England,7,,
5996,P P Shaw,09/11/1999,India,5,6,1
5997,T G Shaw,05/07/1959,South Africa,,9,
5998,V Shaw,05/04/1993,Suriname,,,7
5999,Shayan Khan,29/06/1997,Estonia,,,1
6000,A P Sheahan,30/09/1946,Australia,31,3,
6001,D Sheeli,20/11/1990,Kuwait,,,7
6002,Shehzad Altaf,06/10/1957,United Arab Emirates,,2,
6003,Shehzad Patel,03/12/1995,Eswatini,,,9
6004,M Sheikh,29/08/1980,Kenya,,21,
6005,M Q Sheikh,31/10/1984,Scotland,,7,
6006,Sheikh Rasik,25/08/1994,Hungary,,,6
6007,Z K Shem,22/11/1994,Vanuatu,,,5
6008,Shenjian Zheng,14/06/2005,China,,,4
6009,B K Shepherd,23/04/1937,Australia,9,,
6010,J N Shepherd,09/11/1943,West Indies,5,,
6011,R Shepherd,26/11/1994,West Indies,,37,53
6012,D S R Sheppard,06/03/1929,England,22,,
6013,G H Shepstone,08/04/1876,South Africa,2,,
6014,Sher Sahak,26/11/2000,Norway,,,26
6015,Sheraz Sheikh,15/11/1987,Belgium,,,30
6016,Sherul Mehta,10/01/1991,Belgium,,,3
6017,P W Sherwell,17/08/1880,South Africa,13,,
6018,M Sherwin,26/02/1851,England,3,,
6019,N K Shetty,11/12/1987,Mexico,,,2
6020,V Shetty,17/10/1983,United Arab Emirates,,2,2
6021,M Shezi,09/09/1987,South Africa,,1,
6022,B Shikongo,08/05/2000,Namibia,,20,33
6023,S P Shikongo,,Namibia,,,4
6024,G C Shillingford,25/09/1944,West Indies,7,,
6025,I T Shillingford,18/04/1944,West Indies,4,2,
6026,S Shillingford,22/02/1983,West Indies,16,,
6027,S G Shinde,18/08/1923,India,7,,
6028,S G Shinde,15/11/1983,Serbia,,,1
6029,M Shinwari,10/05/1995,Slovenia,,,6
6030,H B Shipley,10/05/1996,New Zealand,,8,5
6031,A Shirai-Patmore,,Japan,,,26
6032,Shiraz Khan,08/09/1994,Kuwait,,,53
6033,Shiv Mathur,20/01/2008,Hong Kong,,,7
6034,Shivam Mavi,26/11/1998,India,,,6
6035,S Shivnarine,13/05/1952,West Indies,8,1,
6036,Shoaib Ahmed,10/02/1981,Cyprus,,,5
6037,Shoaib Akhtar,13/08/1975,Pakistan,46,163,15
6038,Shoaib Ali,03/05/1988,Saudi Arabia,,,8
6039,Shoaib Bashir,13/10/2003,England,15,,
6040,Shoaib Gazi Hossain,31/12/1990,Chile,,,4
6041,Shoaib Khan,,Germany,,,6
6042,Shoaib Khan,06/12/1992,Oman,,31,28
6043,Shoaib Khan,13/04/1985,Pakistan,,,4
6044,Shoaib Malik,01/02/1982,Pakistan,35,287,124
6045,Shoaib Mohammad,08/01/1962,Pakistan,45,63,
6046,Shoaib Qureshi,23/04/1992,Finland,,,5
6047,Shoaib Rafiq Golra,27/05/1989,Mexico,,,15
6048,R H Shodhan,18/10/1928,India,3,,
6049,Shohidul Islam,05/01/1995,Bangladesh,,,1
6050,Shoriful Islam,03/06/2001,Bangladesh,12,40,42
6051,D J M Short,09/08/1990,Australia,,8,23
6052,M W Short,08/11/1995,Australia,,11,14
6053,P K Shoufeer,10/05/1989,Cambodia,,,6
6054,M Shoyaib,19/10/1993,Estonia,,,2
6055,A Shreshta,03/03/1996,Nigeria,,,22
6056,A Shrewsbury,11/04/1856,England,23,,
6057,M J F Shrimpton,23/06/1940,New Zealand,10,,
6058,S Shrivastava,13/03/1991,Oman,,4,13
6059,Shubman Gill,08/09/1999,India,32,47,21
6060,Shujauddin,10/04/1930,Pakistan,19,,
6061,A Shukla,30/09/1991,Croatia,,,5
6062,A Shukla,28/10/2002,Hong Kong,,,38
6063,L R Shukla,06/05/1981,India,,3,
6064,P Shukla,26/04/1991,Sweden,,,6
6065,R S Shukla,04/02/1948,India,1,,
6066,M Shumba,19/10/2000,Zimbabwe,4,10,30
6067,Shunan Ali,15/03/1998,Maldives,,,10
6068,J Shuter,09/02/1855,England,1,,
6069,K Shuttleworth,13/11/1944,England,5,1,
6070,Shuvagata Hom,11/11/1986,Bangladesh,8,4,5
6071,A Shuvo,24/12/1994,Estonia,,,3
6072,L Siaka,21/12/1992,Papua New Guinea,,47,62
6073,V Sibanda,10/10/1983,Zimbabwe,14,127,26
6074,P Sibiya,13/02/1991,Eswatini,,,1
6075,D P Sibley,05/09/1995,England,22,,
6076,Siddharth Bukkaptnam,03/10/1990,Oman,,1,2
6077,I R Siddiqui,21/12/1974,India,1,,
6078,P M Siddle,25/11/1984,Australia,67,20,2
6079,J D Siddons,25/04/1964,Australia,,1,
6080,A Sidebottom,01/04/1954,England,1,,
6081,R J Sidebottom,15/01/1978,England,22,25,18
6082,Sidhant Singh,01/01/2000,Singapore,,,11
6083,Sidhant Srikanth,07/01/2005,Singapore,,,1
6084,N S Sidhu,20/10/1963,India,51,136,
6085,M Sidibe,25/12/2002,Mali,,,3
6086,I J Siedle,11/01/1903,South Africa,18,,
6087,M W Sievers,13/04/1912,Australia,3,,
6088,Sikandar Raza,24/04/1986,Zimbabwe,18,148,102
6089,Sikander Bakht,25/08/1957,Pakistan,26,27,
6090,Sikander Billah,,Bahrain,,,7
6091,Sikander Zulfiqar,28/03/1997,Netherlands,,,11
6092,P Silas,25/04/2001,Botswana,,,38
6093,A R S Silva,17/11/1988,Sri Lanka,12,,
6094,E D Silva,04/04/1987,Kuwait,,,12
6095,E H S Silva,18/08/1978,United Arab Emirates,,1,2
6096,I A D Silva,23/03/1998,Bulgaria,,,35
6097,J K Silva,27/05/1986,Sri Lanka,39,,
6098,K J Silva,02/06/1973,Sri Lanka,7,1,
6099,K M Silva,25/07/2002,Brazil,,,3
6100,K R P Silva,09/05/1980,United States,,,2
6101,L P C Silva,14/12/1979,Sri Lanka,11,75,16
6102,S A R Silva,12/12/1960,Sri Lanka,9,20,
6103,C E W Silverwood,05/03/1975,England,6,7,
6104,Simandeep Singh,20/06/1995,Hong Kong,,1,7
6105,B A Simango,09/11/2002,Mozambique,,,4
6106,L A Simango,20/04/2004,Mozambique,,,21
6107,L Simao,01/04/2003,Brazil,,,9
6108,A Simelane,03/06/2003,South Africa,,,5
6109,Simi Singh,04/02/1987,Ireland,,35,53
6110,L M P Simmons,25/01/1985,West Indies,8,68,68
6111,M Simmons,19/08/1992,Bermuda,,,6
6112,P V Simmons,18/04/1963,West Indies,26,143,
6113,E O Simons,09/03/1962,South Africa,,23,
6114,D Simpson,24/12/1988,Cook Islands,,,3
6115,J A Simpson,13/07/1988,England,,3,
6116,R B Simpson,03/02/1936,Australia,62,2,
6117,R T Simpson,27/02/1920,England,27,,
6118,S Simpson,10/03/1991,Jersey,,,2
6119,W A Simpson,10/07/1998,Singapore,,,6
6120,Z Simpson,11/08/1999,Gibraltar,,,2
6121,G H T Simpson-Hayward,07/06/1875,England,5,,
6122,M Simpson-Parker,30/04/1997,Austria,,,37
6123,Simranjit Singh,02/01/1993,Italy,,,1
6124,J M Sims,13/05/1903,England,4,,
6125,R W Sims,23/07/1979,Zimbabwe,,3,
6126,Sinan Khan,04/04/1998,Greece,,,4
6127,B W Sinclair,23/10/1936,New Zealand,21,,
6128,I M Sinclair,01/06/1933,New Zealand,2,,
6129,J H Sinclair,16/10/1876,South Africa,25,,
6130,K Sinclair,23/11/1999,West Indies,3,7,6
6131,M S Sinclair,09/11/1975,New Zealand,33,54,2
6132,D J Sincock,01/02/1942,Australia,3,,
6133,R A Sinfield,24/12/1900,England,1,,
6134,C K Singh,27/11/1935,West Indies,2,,
6135,D Singh,07/04/1986,Czech Republic,,,16
6136,G Singh,03/10/1987,United States,,32,13
6137,Gurpratap Singh,12/08/1994,Cyprus,,,11
6138,H Singh,06/01/1994,Germany,,,36
6139,J Singh,17/10/1986,Malta,,,24
6140,J P Singh,28/02/1984,Tanzania,,,24
6141,R Singh,13/04/1997,India,,,2
6142,R Singh,01/01/1970,India,1,,
6143,R K Singh,12/10/1997,India,,2,30
6144,R P Singh,06/12/1985,India,14,58,10
6145,R P Singh,06/01/1965,India,,2,
6146,R R Singh,14/09/1963,India,1,136,
6147,S Singh,27/06/1991,Philippines,,,5
6148,S Singh,12/04/1985,Portugal,,,1
6149,Tejwinder Singh,18/09/1991,Cyprus,,,11
6150,V A Singh,13/10/1987,Suriname,,,8
6151,V A Singh,12/01/1989,West Indies,3,,
6152,V R Singh,17/09/1984,India,5,2,
6153,J R Singleton,19/11/1983,Brazil,,,3
6154,J Singye,18/09/1992,Bhutan,,,20
6155,T Singye,10/12/1997,Bhutan,,,2
6156,J Sinh,07/08/1998,Switzerland,,,8
6157,L Sipamla,12/05/1998,South Africa,3,5,11
6158,Sirajullah Khadim,10/06/1988,Portugal,,,23
6159,R M Siri,20/04/1979,Argentina,,,10
6160,S Siriotis,19/11/1999,Greece,,,4
6161,T A M Siriwardana,04/12/1985,Sri Lanka,5,27,22
6162,R Siriwardena,08/06/1981,Cyprus,,,9
6163,L S P Siriwardhana,22/07/1989,Israel,,,4
6164,Siva Mohan,10/06/1995,Philippines,,,1
6165,Sivakumar,26/10/1980,Cambodia,,,6
6166,L Sivaramakrishnan,31/12/1965,India,9,16,
6167,Skhawit Ali,05/04/1985,Hong Kong,,4,
6168,W N Slack,12/12/1954,England,3,2,
6169,K N Slater,12/03/1936,Australia,1,,
6170,M J Slater,21/02/1970,Australia,74,42,
6171,P R Sleep,04/05/1957,Australia,14,,
6172,J Slight,20/10/1855,Australia,1,,
6173,T F Smailes,27/03/1910,England,1,,
6174,G C Small,18/10/1961,England,17,53,
6175,J A Small,03/11/1892,West Indies,3,,
6176,M A Small,12/02/1964,West Indies,2,2,
6177,T T Smart,10/07/1972,Hong Kong,,2,
6178,G H Smit,03/02/1976,Guernsey,,,3
6179,J J Smit,10/11/1995,Namibia,,41,55
6180,Smit Patel,23/04/1988,Czech Republic,,,10
6181,Smit Patel,16/05/1993,United States,,8,2
6182,A C Smith,25/10/1936,England,6,,
6183,A M Smith,01/10/1967,England,1,,
6184,C Smith,13/12/1997,Bermuda,,,3
6185,C Smith,15/12/1991,Isle of Man,,,4
6186,C A Smith,21/07/1863,England,1,,
6187,C I J Smith,25/08/1906,England,5,,
6188,C J Smith,15/01/1971,Bermuda,,12,
6189,C J A Smith,15/12/1991,Malaysia,,,2
6190,C J E Smith,25/12/1872,South Africa,3,,
6191,C J O Smith,27/09/1972,Scotland,,27,8
6192,C L Smith,15/10/1958,England,8,4,
6193,C W Smith,29/07/1933,West Indies,5,,
6194,D Smith,24/01/1907,England,2,,
6195,D B M Smith,14/09/1884,Australia,2,,
6196,D C Smith,16/03/1992,Philippines,,,30
6197,D M Smith,09/01/1956,England,2,2,
6198,D R Smith,05/10/1934,England,5,,
6199,D R Smith,12/04/1983,West Indies,10,105,33
6200,D S Smith,21/10/1981,West Indies,43,47,6
6201,D V Smith,14/06/1923,England,3,,
6202,E J Smith,06/02/1886,England,11,,
6203,E T Smith,19/07/1977,England,3,,
6204,F B Smith,13/03/1922,New Zealand,4,,
6205,F W Smith,31/03/1861,South Africa,3,,
6206,G Smith,03/07/1986,Cayman Islands,,,3
6207,G C Smith,01/02/1981,South Africa,117,197,33
6208,H Smith,21/05/1890,England,1,,
6209,H D Smith,08/01/1913,New Zealand,1,,
6210,I D S Smith,28/02/1957,New Zealand,63,98,
6211,J Smith,10/07/1994,Bermuda,,,6
6212,J F Smith,11/10/1994,South Africa,,2,1
6213,J L Smith,12/07/2000,England,9,7,
6214,M Smith,31/08/1991,Bermuda,,1,
6215,M J Smith,04/01/1942,England,,5,
6216,M J Smith,30/03/1966,Scotland,,5,
6217,M J K Smith,30/06/1933,England,50,,
6218,N G Smith,15/07/1998,New Zealand,2,5,
6219,N J A Smith,12/05/1995,Philippines,,,3
6220,N L Smith,05/01/1993,Italy,,,6
6221,N M K Smith,27/07/1967,England,,7,
6222,O F Smith,01/11/1996,West Indies,,9,27
6223,O G Smith,05/05/1933,West Indies,26,,
6224,R Smith,17/03/1997,Bahamas,,,4
6225,R A Smith,13/09/1963,England,62,71,
6226,R A J Smith,05/08/1994,Scotland,,2,2
6227,S Smith,27/09/1991,Bermuda,,,21
6228,S B Smith,18/10/1961,Australia,3,28,
6229,S J S Smith,08/12/1979,Scotland,,,5
6230,S P D Smith,02/06/1989,Australia,114,165,67
6231,T P B Smith,30/10/1908,England,4,,
6232,V I Smith,23/02/1925,South Africa,9,,
6233,X Smith,29/04/1998,Suriname,,,8
6234,G A Smithson,01/11/1926,England,2,,
6235,J Smits,21/06/1972,Netherlands,,38,6
6236,J T Smuts,21/09/1988,South Africa,,6,13
6237,J N Snape,27/04/1973,England,,10,1
6238,S Snater,24/03/1996,Netherlands,,4,13
6239,C A Snedden,07/01/1918,New Zealand,1,,
6240,M C Snedden,23/11/1958,New Zealand,25,93,
6241,R P Snell,12/09/1968,South Africa,5,42,
6242,S D Snooke,11/11/1878,South Africa,1,,
6243,S J Snooke,01/02/1881,South Africa,26,,
6244,J A Snow,13/10/1941,England,49,9,
6245,G Snyman,30/04/1981,Namibia,,5,
6246,G J Snyman,10/05/1994,South Africa,,,1
6247,B Sob,05/07/1992,Nepal,,5,
6248,G S A Sobers,28/07/1936,West Indies,93,1,
6249,I S Sodhi,31/10/1992,New Zealand,21,54,119
6250,R S Sodhi,18/10/1980,India,,18,
6251,U Sofi,10/09/1988,Samoa,,,3
6252,Sohag Gazi,05/08/1991,Bangladesh,10,20,10
6253,Sohaib Maqsood,15/04/1987,Pakistan,,29,26
6254,Sohail Ahmad,08/05/1986,Croatia,,,9
6255,Sohail Ahmed,11/10/1994,Bahrain,,,35
6256,Sohail Butt,06/06/1966,United Arab Emirates,,2,
6257,Sohail Fazal,11/11/1967,Pakistan,,2,
6258,Sohail Khan,06/03/1984,Pakistan,9,13,5
6259,Sohail Tanvir,12/12/1984,Pakistan,2,62,57
6260,S Sohal,10/11/1987,United States,,,3
6261,Soheel Hussain,31/03/1989,Belgium,,,1
6262,Sohel Ebrahim Desai,20/09/1997,Panama,,,5
6263,I S Sohi,07/08/1994,Canada,,2,
6264,S W Sohoni,05/03/1918,India,4,,
6265,A Sokovagone,27/10/2002,Fiji,,,6
6266,S Sola,06/10/2001,Samoa,,,10
6267,V S Solanki,01/04/1976,England,,51,3
6268,C B Sole,27/02/1994,Scotland,,30,17
6269,T B Sole,21/06/1996,Scotland,,11,9
6270,A D Soler,21/03/2004,Spain,,,9
6271,E D Solkar,18/03/1948,India,27,7,
6272,E Solomon,12/03/1985,Israel,,,9
6273,J S Solomon,26/08/1930,West Indies,27,,
6274,W R T Solomon,23/04/1872,South Africa,1,,
6275,J L Solozano,05/10/1995,West Indies,1,,
6276,S B Somasunder,02/12/1972,India,,2,
6277,W E R Somerville,09/08/1984,New Zealand,6,,
6278,Sompal Kami,02/02/1996,Nepal,,61,74
6279,M M Sood,06/07/1939,India,1,,
6280,S Soosiyakumar,06/05/1991,Bulgaria,,,1
6281,C A Soper,19/11/1991,Papua New Guinea,,56,31
6282,G O Sopinho,01/06/2000,Mozambique,,,1
6283,D Soraine,11/09/1983,Canada,,4,
6284,M C Sorensen,18/11/1985,Ireland,,13,26
6285,U Sorovakatini,28/03/1995,Fiji,,,1
6286,E S Soto,26/09/2001,Costa Rica,,,1
6287,Soumya Sarkar,25/02/1993,Bangladesh,16,75,87
6288,T G Southee,11/12/1988,New Zealand,107,161,126
6289,J Southerton,16/11/1827,England,2,,
6290,J T Sparling,24/07/1938,New Zealand,11,,
6291,C M Spearman,04/07/1972,New Zealand,19,51,
6292,F R Spofforth,09/09/1853,Australia,18,,
6293,R H Spooner,21/10/1880,England,10,,
6294,R T Spooner,30/12/1919,England,7,,
6295,M Spoors,06/05/1999,Canada,,5,10
6296,S K Springer,26/11/1997,West Indies,,,2
6297,M Spry,01/11/1978,Peru,,,4
6298,B B Sran,10/12/1992,India,,6,2
6299,L Sreekumar,15/05/1987,United Arab Emirates,,4,1
6300,S Sreesanth,06/02/1983,India,27,53,10
6301,K Srikkanth,21/12/1959,India,43,146,
6302,J Srinath,31/08/1969,India,67,229,
6303,H Srinivasan,04/09/1991,Germany,,,8
6304,T E Srinivasan,26/10/1950,India,1,2,
6305,Srinivasan Elayaperumal,03/11/1987,Mexico,,,5
6306,S Sriram,21/02/1976,India,,8,
6307,A Srivastav,06/06/1987,Chile,,,4
6308,U Srivastava,18/02/2007,United States,,2,2
6309,H Ssenyondo,12/08/1993,Uganda,,,90
6310,S Ssesazi,06/06/1996,Uganda,,,88
6311,E L St Hill,09/03/1904,West Indies,2,,
6312,W H St Hill,06/07/1893,West Indies,3,,
6313,A J Staal,30/03/1996,Netherlands,,,14
6314,K R Stackpole,10/07/1940,Australia,43,6,
6315,K J Stagno,07/09/1993,Gibraltar,,,25
6316,J H Stander,04/01/1982,Scotland,,5,11
6317,I M Stanger,05/10/1971,Scotland,,5,
6318,A S Stanikzai,23/06/2002,Germany,,,5
6319,M Stanikzai,01/01/2001,Switzerland,,,3
6320,S S M Stanislaus,05/12/1980,Malta,,,40
6321,B Stanlake,04/11/1994,Australia,,7,19
6322,S Stanly,24/04/1984,Cambodia,,,19
6323,R T Stanyforth,30/05/1892,England,4,,
6324,R W Staple,25/11/1969,United States,,2,
6325,S J Staples,18/09/1892,England,3,,
6326,M A Starc,30/01/1990,Australia,94,127,65
6327,J B Statham,17/06/1930,England,70,,
6328,N A Statham,15/03/1975,Netherlands,,3,
6329,S C Stayers,09/06/1937,West Indies,4,,
6330,G R Stead,09/01/1972,New Zealand,5,,
6331,M P Stead,01/06/1958,Canada,,2,
6332,R D Steede,09/11/1975,Bermuda,,8,
6333,A G Steel,24/09/1858,England,13,,
6334,D S Steele,29/09/1941,England,8,1,
6335,W F Stelling,30/06/1969,Netherlands,,15,
6336,A L Stephen,22/06/1995,Vanuatu,,,16
6337,B S Stephenson,19/07/1997,Belize,,,17
6338,C Stephenson,10/12/1998,Belize,,,5
6339,J P Stephenson,14/03/1965,England,1,,
6340,T J Stephenson,14/10/1997,Belize,,,4
6341,B D H Stevens,05/05/1992,Jersey,,1,20
6342,G B Stevens,29/02/1932,Australia,4,,
6343,G T S Stevens,07/01/1901,England,10,,
6344,C A H Stevenson,30/10/1992,United States,,18,4
6345,G B Stevenson,16/12/1955,England,2,4,
6346,A J Stewart,08/04/1963,England,133,170,
6347,E L R Stewart,30/07/1969,South Africa,,6,
6348,G Stewart,19/02/1994,Italy,,,14
6349,M J Stewart,16/09/1932,England,8,,
6350,O Stewart,25/06/1992,Bahamas,,,5
6351,R B Stewart,03/09/1856,South Africa,1,,
6352,S L Stewart,21/06/1982,New Zealand,,4,
6353,D Steyn,03/08/1995,Czech Republic,,,21
6354,D W Steyn,27/06/1983,South Africa,93,125,47
6355,P J R Steyn,30/07/1967,South Africa,3,1,
6356,D A Stirling,05/10/1961,New Zealand,6,6,
6357,P R Stirling,03/09/1990,Ireland,7,164,147
6358,A E Stoddart,11/03/1863,England,16,,
6359,M P Stoinis,16/08/1989,Australia,,71,74
6360,A C F Stokes,01/11/1998,Guernsey,,,16
6361,B A Stokes,04/06/1991,England,110,114,43
6362,M W R Stokes,07/10/1995,Guernsey,,,38
6363,L W Stokkers,01/11/1987,Netherlands,,1,
6364,A D Stokoe,26/07/1992,Isle of Man,,,4
6365,J B Stollmeyer,11/04/1921,West Indies,32,,
6366,V H Stollmeyer,24/01/1916,West Indies,1,,
6367,F Stoman,23/03/2000,Portugal,,,21
6368,M Stoman,08/03/1996,Portugal,,,3
6369,O P Stone,09/10/1993,England,5,10,1
6370,M D Stoneman,26/06/1987,England,11,,
6371,W Storer,25/01/1867,England,6,,
6372,L W Stott,08/12/1946,New Zealand,,1,
6373,D C Stovell,12/08/1984,Bermuda,,,20
6374,B C Strang,09/06/1972,Zimbabwe,26,49,
6375,P A Strang,28/07/1970,Zimbabwe,24,95,
6376,A J Strauss,02/03/1977,England,100,127,4
6377,H H Streak,16/03/1974,Zimbabwe,65,189,
6378,G B Street,06/12/1889,England,1,,
6379,L A Stricker,26/05/1884,South Africa,13,,
6380,B K Stroud,28/02/1990,St Helena,,,12
6381,H Strudwick,28/01/1880,England,28,,
6382,G M Strydom,26/03/1984,Zimbabwe,,12,6
6383,P C Strydom,10/06/1969,South Africa,2,10,
6384,R Strydom,16/06/1977,Ireland,,9,4
6385,A M Stuart,02/01/1970,Australia,,3,
6386,C E L Stuart,28/09/1973,West Indies,6,5,
6387,L Stubbs,18/10/1996,Croatia,,,4
6388,T Stubbs,14/08/2000,South Africa,9,8,35
6389,C T Studd,02/12/1860,England,5,,
6390,G B Studd,20/10/1859,England,4,,
6391,G A Stuurman,10/08/1992,South Africa,2,,1
6392,S B Styris,10/07/1975,New Zealand,29,188,31
6393,M L Su'A,07/11/1966,New Zealand,13,12,
6394,A Sualley,02/10/1998,Ghana,,,13
6395,P Suanchuai,23/07/2002,Thailand,,,18
6396,Subashis Roy,29/11/1988,Bangladesh,4,1,
6397,R Subba Row,29/01/1932,England,13,,
6398,Subhasis Samal,10/11/1982,Rwanda,,,8
6399,K Subramanian,14/05/1984,Singapore,,,1
6400,V Subramanya,16/07/1936,India,9,,
6401,P M Such,12/06/1964,England,11,,
6402,C Sudarsanan,07/04/1994,Malta,,,21
6403,R Sudhakar Rao,08/08/1952,India,,1,
6404,Sufiyan Muqeem,,Pakistan,,1,9
6405,Sufyan Mehmood,21/10/1991,Oman,,1,12
6406,F H Sugg,11/01/1862,England,2,,
6407,Suhail Sadiq,29/08/1979,Luxembourg,,,2
6408,Suhail Vayani,27/02/2008,Malawi,,,23
6409,Suhrawadi Shuvo,21/11/1988,Bangladesh,1,17,1
6410,Suhrid Roy,29/03/2001,Malta,,,2
6411,A O Suji,05/02/1976,Kenya,,60,8
6412,M A Suji,02/06/1971,Kenya,,64,
6413,Sukhdeep Singh,11/02/2001,Kenya,,,42
6414,V Sukumaran,31/12/1990,United Arab Emirates,,10,10
6415,Sulaimin Ali,09/01/1998,Bulgaria,,,21
6416,Sultan Ahmed,18/06/1977,Oman,,,17
6417,Sultan Ahmed,11/10/1989,United Arab Emirates,,2,25
6418,Sultan Zarawani,24/01/1961,United Arab Emirates,,7,
6419,F Suluoto,05/02/1994,Samoa,,,12
6420,G P Sulzberger,14/03/1973,New Zealand,,3,
6421,Sumair Khan,18/08/1986,Malta,,,1
6422,S Sumar,1950,East Africa,,1,
6423,J Sumerauer,12/02/2001,Jersey,,5,38
6424,Sumesh Halarniar,22/08/1988,Costa Rica,,,2
6425,Sumit Singh,,Finland,,,2
6426,Sumon Khan,13/01/2000,Bangladesh,,,1
6427,G R Sunderam,29/03/1930,India,2,,
6428,Sunzamul Islam,17/01/1990,Bangladesh,1,3,
6429,Suraj Kumar,29/11/1988,Oman,,24,19
6430,R Surendranath,04/01/1937,India,11,,
6431,Suresh Kumar,22/02/1977,Peru,,,2
6432,Z E Surkari,26/02/1980,Canada,,23,4
6433,R F Surti,25/05/1936,India,26,,
6434,P R Surve,,Indonesia,,,29
6435,Surya Anand,13/02/1998,Denmark,,,28
6436,Surya Tamang,30/09/2001,Nepal,,2,
6437,C R Suryawanshi,24/02/1985,Singapore,,,5
6438,M J Susskind,08/06/1891,South Africa,5,,
6439,B Sutcliffe,17/11/1923,New Zealand,42,,
6440,H Sutcliffe,24/11/1894,England,54,,
6441,W Sutherland,27/10/1999,Australia,,2,
6442,K Suttisan,30/09/1998,Thailand,,,4
6443,Suventhiran Santhirakumaran,21/03/1993,France,,,6
6444,D Suzuki,16/03/2003,Japan,,,37
6445,M Swack,10/10/1987,Cayman Islands,,,4
6446,V N Swamy,23/05/1924,India,1,,
6447,S J Swanepoel,02/12/1981,Namibia,,5,
6448,I P Swaney,13/09/2001,Singapore,,,5
6449,G P Swann,24/03/1979,England,60,79,39
6450,Swann Htet Ko Ko,04/11/1997,Myanmar,,,15
